source_concept_id,source_concept_name,source_concept_comment,source_concept_data_type,source_concept_statistitcal_type,source_concept_values,concepts,mapping_transformation,transformation_type,mapping_comment,mapping_confidence,mapping_documentation,concept_concept_id,concept_concept_code,concept_concept_name,concept_domain_id,concept_vocabulary_id,concept_concept_class_id,concept_standard_concept,unit_concept_id,unit_concept_code,unit_concept_name,unit_domain_id,unit_vocabulary_id,unit_concept_class_id,type_concept_id,type_concept_code,type_concept_name,type_domain_id,type_vocabulary_id,type_concept_class_id
drug.1710,Olmesartan,,float,interval,null,"[{""concept_id"": 40226742, ""concept_name"": ""olmesartan"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""321064"", ""valid_start_date"": 20101003, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,40226742,321064,olmesartan,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1508,ONDANsetron,,float,interval,null,"[{""concept_id"": 1000560, ""concept_name"": ""ondansetron"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""26225"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,1000560,26225,ondansetron,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1921,Oseltamivir,,float,interval,null,"[{""concept_id"": 1799139, ""concept_name"": ""oseltamivir"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""260101"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,1799139,260101,oseltamivir,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1430,Oxazepam,,float,interval,null,"[{""concept_id"": 724816, ""concept_name"": ""oxazepam"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""7781"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,724816,7781,oxazepam,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1904,Oxcarbazepin,,float,interval,null,"[{""concept_id"": 718122, ""concept_name"": ""oxcarbazepine"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""32624"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,718122,32624,oxcarbazepine,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1640,Oxycodon,,float,interval,null,"[{""concept_id"": 1124957, ""concept_name"": ""oxycodone"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""7804"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,1124957,7804,oxycodone,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1938,Oxytocin,,float,interval,null,"[{""concept_id"": 1326115, ""concept_name"": ""oxytocin"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""7824"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8510, ""concept_name"": ""unit"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""[U]"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,1326115,7824,oxytocin,Drug,RxNorm,Ingredient,S,8510,[U],unit,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1427,Pantoprazol,,float,interval,null,"[{""concept_id"": 948078, ""concept_name"": ""pantoprazole"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""40790"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,948078,40790,pantoprazole,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1486,Paromomycin,,float,interval,null,"[{""concept_id"": 1727443, ""concept_name"": ""paromomycin"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""7934"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,1727443,7934,paromomycin,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1670,Pentoxifyllin,,float,interval,null,"[{""concept_id"": 1331247, ""concept_name"": ""pentoxifylline"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""8013"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,1331247,8013,pentoxifylline,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1990,Perampanel,,float,interval,null,"[{""concept_id"": 42904177, ""concept_name"": ""perampanel"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""1356552"", ""valid_start_date"": 20121203, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,42904177,1356552,perampanel,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1657,Phenprocoumon,,float,interval,null,"[{""concept_id"": 19035344, ""concept_name"": ""phenprocoumon"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""8150"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,19035344,8150,phenprocoumon,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1593,Phenylephrin,,float,interval,null,"[{""concept_id"": 1135766, ""concept_name"": ""phenylephrine"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""8163"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,1135766,8163,phenylephrine,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1478,Phenytoin,,float,interval,null,"[{""concept_id"": 740910, ""concept_name"": ""phenytoin"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""8183"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,740910,8183,phenytoin,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1529,PHYSostigmin,,float,interval,null,"[{""concept_id"": 19044337, ""concept_name"": ""physostigmine"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""8299"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,19044337,8299,physostigmine,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1872,Piracetam,,float,interval,null,"[{""concept_id"": 19046654, ""concept_name"": ""piracetam"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""8351"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,19046654,8351,piracetam,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1716,Posaconazol,,float,interval,null,"[{""concept_id"": 1704139, ""concept_name"": ""posaconazole"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""282446"", ""valid_start_date"": 20061217, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,1704139,282446,posaconazole,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1664,Pramipexol,,float,interval,null,"[{""concept_id"": 40101402, ""concept_name"": ""pramipexol"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": null, ""concept_code"": ""36666"", ""valid_start_date"": 19700101, ""valid_end_date"": 20080330, ""invalid_reason"": ""U"", ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,40101402,36666,pramipexol,Drug,RxNorm,Ingredient,,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1820,Prasugrel,,float,interval,null,"[{""concept_id"": 40163718, ""concept_name"": ""prasugrel"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""613391"", ""valid_start_date"": 20090802, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,40163718,613391,prasugrel,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1873,Pravastatin,,float,interval,null,"[{""concept_id"": 1551860, ""concept_name"": ""pravastatin"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""42463"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,1551860,42463,pravastatin,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
drug.1660,Primidon,,float,interval,null,"[{""concept_id"": 751347, ""concept_name"": ""primidone"", ""domain_id"": ""Drug"", ""vocabulary_id"": ""RxNorm"", ""concept_class_id"": ""Ingredient"", ""standard_concept"": ""S"", ""concept_code"": ""8691"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""concept""}, {""concept_id"": 32838, ""concept_name"": ""EHR prescription"", ""domain_id"": ""Type Concept"", ""vocabulary_id"": ""Type Concept"", ""concept_class_id"": ""Type Concept"", ""standard_concept"": ""S"", ""concept_code"": ""OMOP4976911"", ""valid_start_date"": 20200820, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""type""}, {""concept_id"": 8504, ""concept_name"": ""gram"", ""domain_id"": ""Unit"", ""vocabulary_id"": ""UCUM"", ""concept_class_id"": ""Unit"", ""standard_concept"": ""S"", ""concept_code"": ""g"", ""valid_start_date"": 19700101, ""valid_end_date"": 20991231, ""invalid_reason"": null, ""heat"": """", ""property_name"": ""unit""}]",return value,ast,imported,3,,751347,8691,primidone,Drug,RxNorm,Ingredient,S,8504,g,gram,Unit,UCUM,Unit,32838,OMOP4976911,EHR prescription,Type Concept,Type Concept,Type Concept
